accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location
2022010353369,2022,010353369,534186,187899,-0.06507,51.573998,1,3,2,1,05/01/2022,4,15:45,-1,E09000012,E09000012,6,0,2,20,3,4,6,0,0,0,1,1,1,0,0,1,3,2,E01001826
2022010353371,2022,010353371,507260,174266,-0.45759,51.457223,1,2,2,1,07/01/2022,6,07:40,-1,EHEATHROW,EHEATHROW,6,0,3,30,0,-1,0,-1,0,0,1,1,1,0,0,2,1,2,E01002444
2022010353378,2022,010353378,528910,187709,-0.141229,51.57352,1,3,2,1,06/01/2022,5,18:23,-1,E09000014,E09000014,3,1,9,20,9,9,6,0,9,0,1,2,2,0,0,1,3,2,E01002005
2022010353380,2022,010353380,538102,189903,-0.00781,51.591061,1,2,2,1,07/01/2022,6,12:06,-1,E09000031,E09000031,3,503,6,20,3,4,6,0,0,4,1,1,1,0,0,1,1,2,E01004470
2022010353383,2022,010353383,526029,185117,-0.183708,51.550877,1,3,2,1,07/01/2022,6,12:30,-1,E09000007,E09000007,3,41,3,30,3,4,5,0,0,0,1,8,1,3,0,1,1,2,E01000880
2022010353387,2022,010353387,531251,178317,-0.110965,51.488579,1,3,3,1,07/01/2022,6,18:24,-1,E09000022,E09000022,3,3204,3,20,7,2,3,3204,0,0,4,2,2,0,0,1,1,2,E01003107
2022010353393,2022,010353393,525903,166463,-0.192162,51.383261,1,3,3,1,07/01/2022,6,10:09,-1,E09000029,E09000029,3,217,3,40,5,2,6,0,0,5,1,1,1,0,0,1,1,2,E01004123
2022010353395,2022,010353395,512827,180376,-0.375547,51.511058,1,3,1,1,07/01/2022,6,11:46,-1,E09000009,E09000009,3,4020,6,20,6,2,3,3005,0,5,1,1,1,0,0,1,1,2,E01001361
2022010353404,2022,010353404,535207,197501,-0.046645,51.660038,1,3,2,1,06/01/2022,5,21:50,-1,E09000010,E09000010,3,1010,6,20,2,4,3,1010,0,0,4,2,2,0,0,1,3,2,E01001439
2022010353407,2022,010353407,540532,173470,0.020698,51.442796,1,3,2,2,07/01/2022,6,12:17,-1,E09000023,E09000023,6,0,3,20,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003269
2022010353410,2022,010353410,533768,189575,-0.07046,51.589158,1,3,2,1,05/01/2022,4,22:15,-1,E09000014,E09000014,3,10,6,30,3,2,3,10,0,5,4,1,2,1,0,1,3,2,E01001979
2022010353417,2022,010353417,527863,184665,-0.157435,51.546403,1,3,2,1,07/01/2022,6,09:30,-1,E09000007,E09000007,3,502,3,30,0,-1,0,-1,0,0,4,8,1,0,0,1,3,2,E01000906
2022010353420,2022,010353420,511287,187347,-0.395527,51.574017,1,3,1,1,07/01/2022,6,16:48,-1,E09000017,E09000017,5,0,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,2,E01002419
2022010353422,2022,010353422,534163,195323,-0.062564,51.640716,1,2,2,1,03/01/2022,2,07:40,-1,E09000010,E09000010,3,10,3,40,99,9,6,0,9,9,4,1,1,9,0,1,3,2,E01001401
2022010353423,2022,010353423,556064,186712,0.249863,51.557707,1,3,1,1,07/01/2022,6,15:14,-1,E09000016,E09000016,5,0,6,30,0,-1,0,-1,0,0,1,9,1,0,0,1,1,2,E01002386
2022010353427,2022,010353427,532555,165646,-0.096933,51.374406,1,3,1,1,07/01/2022,6,16:20,-1,E09000008,E09000008,3,212,6,30,7,2,3,232,0,4,1,1,2,0,0,1,1,2,E01001045
2022010353429,2022,010353429,512787,175289,-0.377747,51.465344,1,3,1,1,07/01/2022,6,18:13,-1,E09000018,E09000018,3,315,6,30,6,2,3,3063,0,5,4,1,1,0,0,1,1,2,E01002646
2022010353432,2022,010353432,542614,181715,0.053962,51.516364,1,3,1,1,07/01/2022,6,17:03,-1,E09000025,E09000025,6,0,6,30,3,4,5,0,0,0,4,1,1,0,0,1,1,2,E01003485
2022010353433,2022,010353433,532040,168322,-0.103333,51.398575,1,3,2,1,07/01/2022,6,17:40,-1,E09000008,E09000008,6,0,6,30,6,3,6,0,0,0,4,2,2,0,0,1,1,2,E01000998
2022010353438,2022,010353438,520255,191996,-0.264589,51.613959,1,3,2,1,07/01/2022,6,17:05,-1,E09000003,E09000003,3,5109,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000227
2022010353441,2022,010353441,525014,164525,-0.205611,51.36604,1,3,1,1,07/01/2022,6,18:15,-1,E09000029,E09000029,5,0,6,30,3,4,6,0,0,1,4,5,2,0,0,1,1,2,E01004160
2022010353442,2022,010353442,535856,181172,-0.043581,51.513148,1,3,2,1,07/01/2022,6,17:35,-1,E09000030,E09000030,3,13,9,20,3,4,6,0,9,5,4,1,1,0,0,1,3,2,E01032769
2022010353443,2022,010353443,530065,180477,-0.127242,51.508264,1,2,1,1,07/01/2022,6,16:42,-1,E09000033,E09000033,3,4,3,20,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01004736
2022010353444,2022,010353444,510906,176593,-0.404405,51.477436,1,3,2,1,04/01/2022,3,18:42,-1,E09000018,E09000018,3,312,1,30,1,4,3,4,0,0,5,1,1,0,0,1,3,2,E01002585
2022010353445,2022,010353445,510869,173781,-0.405818,51.452169,1,3,2,1,01/01/2022,7,17:40,-1,E09000018,E09000018,3,312,6,30,6,2,3,244,0,0,4,1,2,0,0,1,3,2,E01002593
2022010353451,2022,010353451,524627,174429,-0.20769,51.455135,1,2,2,1,07/01/2022,6,17:36,-1,E09000032,E09000032,3,3,6,20,6,2,5,0,0,5,4,1,2,0,0,1,1,2,E01004499
2022010353452,2022,010353452,553987,186387,0.219784,51.555357,1,2,1,1,07/01/2022,6,17:20,-1,E09000016,E09000016,3,124,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01002291
2022010353453,2022,010353453,511767,179057,-0.391233,51.499413,1,3,2,1,07/01/2022,6,17:15,-1,E09000009,E09000009,5,0,6,20,3,4,6,0,9,1,4,1,2,0,0,1,3,2,E01001371
2022010353462,2022,010353462,543664,183891,0.06997,51.53565,1,3,2,1,06/01/2022,5,21:10,-1,E09000025,E09000025,6,0,9,30,8,4,6,0,9,9,4,2,9,0,9,1,3,2,E01003622
2022010353463,2022,010353463,532336,162790,-0.101139,51.348791,1,2,2,1,07/01/2022,6,20:46,-1,E09000008,E09000008,3,235,3,30,0,-1,0,-1,0,0,4,1,2,0,0,1,1,2,E01001095
2022010353464,2022,010353464,535037,177457,-0.056797,51.47996,1,3,2,1,07/01/2022,6,16:00,-1,E09000028,E09000028,3,2,3,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003988
2022010353466,2022,010353466,533499,188770,-0.074647,51.581988,1,3,2,1,07/01/2022,6,19:20,-1,E09000014,E09000014,3,503,6,30,0,-1,0,-1,0,4,4,1,1,0,0,1,1,2,E01002072
2022010353469,2022,010353469,527644,171563,-0.165324,51.428707,1,3,1,1,07/01/2022,6,17:51,-1,E09000032,E09000032,6,0,9,30,0,-1,0,-1,0,4,4,8,1,0,0,1,3,2,E01004525
2022010353470,2022,010353470,535027,186237,-0.05358,51.558862,1,3,2,3,07/01/2022,6,17:03,-1,E09000012,E09000012,3,104,6,20,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01001792
2022010353474,2022,010353474,530102,192126,-0.122402,51.61294,1,3,2,1,07/01/2022,6,15:59,-1,E09000010,E09000010,6,0,7,20,5,4,3,406,9,9,1,1,1,0,0,1,3,2,E01001393
2022010353476,2022,010353476,541013,177576,0.029251,51.479573,1,3,2,1,07/01/2022,6,15:00,-1,E09000011,E09000011,4,210,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01001594
2022010353478,2022,010353478,511705,176362,-0.392977,51.475203,1,3,2,1,07/01/2022,6,17:20,-1,E09000018,E09000018,3,4,1,30,1,2,6,0,9,9,4,1,2,0,0,1,3,2,E01002622
2022010353479,2022,010353479,542870,181667,0.057629,51.515868,1,3,3,2,07/01/2022,6,20:10,-1,E09000025,E09000025,5,0,6,20,0,-1,0,-1,0,1,4,1,2,0,0,1,1,2,E01003486
2022010353480,2022,010353480,534796,184150,-0.057709,51.540163,1,3,2,1,07/01/2022,6,17:45,-1,E09000012,E09000012,6,0,6,20,6,4,6,0,0,0,4,1,1,0,0,1,1,2,E01033704
2022010353481,2022,010353481,512788,180390,-0.376104,51.511191,1,3,2,1,07/01/2022,6,21:20,-1,E09000009,E09000009,3,4020,6,20,3,2,3,3005,0,5,4,1,2,0,0,1,1,2,E01001361
2022010353482,2022,010353482,538676,171568,-0.006734,51.426162,1,3,2,1,07/01/2022,6,19:44,-1,E09000023,E09000023,3,21,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01003240
2022010353483,2022,010353483,539914,180706,0.014675,51.507971,1,3,2,1,07/01/2022,6,19:06,-1,E09000025,E09000025,3,1011,1,30,1,4,3,1011,0,0,4,8,1,0,0,1,1,2,E01033574
2022010353485,2022,010353485,531122,177645,-0.113072,51.48257,1,3,1,1,07/01/2022,6,21:24,-1,E09000022,E09000022,3,202,6,20,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01003099
2022010353488,2022,010353488,533532,184999,-0.075602,51.548093,1,3,1,1,07/01/2022,6,14:54,-1,E09000012,E09000012,3,10,6,20,0,-1,0,-1,0,4,1,9,1,0,0,1,1,2,E01033699
2022010353490,2022,010353490,523149,184138,-0.225566,51.542714,1,2,1,1,07/01/2022,6,19:15,-1,E09000005,E09000005,5,0,7,30,3,4,6,0,0,0,4,4,2,0,0,1,1,2,E01000489
2022010353491,2022,010353491,537302,189207,-0.019623,51.585002,1,3,2,1,07/01/2022,6,21:22,-1,E09000031,E09000031,3,112,6,30,6,2,3,112,0,0,4,1,1,0,0,1,1,2,E01004397
2022010353495,2022,010353495,533744,187146,-0.071731,51.567336,1,3,2,1,07/01/2022,6,12:30,-1,E09000012,E09000012,6,0,6,20,99,9,6,0,0,9,1,1,1,0,0,1,3,2,E01001724
2022010353496,2022,010353496,530290,185741,-0.122056,51.555518,1,3,2,1,07/01/2022,6,20:30,-1,E09000019,E09000019,3,503,2,30,3,4,6,0,0,5,4,1,1,0,0,1,3,2,E01002786
2022010353502,2022,010353502,524936,181429,-0.200771,51.517976,1,2,2,2,08/01/2022,7,00:30,-1,E09000033,E09000033,4,412,6,20,9,4,6,0,0,0,4,1,1,0,0,1,1,2,E01004760
2022010353505,2022,010353505,545627,188697,0.100241,51.578331,1,3,2,1,05/01/2022,4,17:13,-1,E09000026,E09000026,3,12,9,40,6,2,3,12,9,9,4,9,9,9,9,1,3,2,E01003751
2022010353513,2022,010353513,516329,183204,-0.324173,51.535765,1,3,5,3,08/01/2022,7,02:20,-1,E09000009,E09000009,5,0,3,20,0,-1,0,-1,0,0,4,1,2,0,0,1,1,2,E01001348
2022010353514,2022,010353514,532908,196745,-0.080149,51.653793,1,3,1,3,08/01/2022,7,01:55,-1,E09000010,E09000010,6,0,6,20,3,4,6,0,0,1,4,1,1,0,0,1,1,2,E01001536
2022010353520,2022,010353520,542005,191367,0.049086,51.603246,1,1,2,4,08/01/2022,7,00:52,-1,E09000026,E09000026,1,11,3,50,0,-1,0,-1,0,0,5,1,2,0,0,1,1,1,E01003659
2022010353523,2022,010353523,512006,171349,-0.390231,51.430087,1,3,2,1,07/01/2022,6,18:15,-1,E09000018,E09000018,5,0,9,20,3,4,6,0,9,9,4,1,2,0,0,1,3,2,E01002610
2022010353529,2022,010353529,518005,190591,-0.297542,51.601808,1,3,1,1,08/01/2022,7,08:28,-1,E09000015,E09000015,3,4140,6,40,0,-1,0,-1,0,0,1,2,2,0,0,1,1,2,E01002203
2022010353537,2022,010353537,547337,183547,0.122745,51.531614,1,3,1,1,08/01/2022,7,05:35,-1,E09000002,E09000002,3,13,3,50,0,-1,0,-1,0,0,4,1,2,0,0,1,1,2,E01000095
2022010353541,2022,010353541,522301,179380,-0.239438,51.500137,1,3,1,1,08/01/2022,7,09:36,-1,E09000013,E09000013,4,408,6,30,1,4,3,402,0,1,1,2,2,0,0,1,1,2,E01001858
2022010353545,2022,010353545,535704,195636,-0.040187,51.64316,1,2,1,1,08/01/2022,7,10:07,-1,E09000010,E09000010,6,0,6,30,9,4,5,0,0,1,1,2,2,0,0,1,1,2,E01001507
2022010353546,2022,010353546,546461,169641,0.104368,51.40689,1,3,2,1,04/01/2022,3,18:15,-1,E09000006,E09000006,6,0,6,30,99,9,6,0,0,0,4,1,9,0,0,1,3,2,E01000729
2022010353550,2022,010353550,529833,182632,-0.12979,51.527684,1,3,2,1,08/01/2022,7,12:20,-1,E09000007,E09000007,3,501,6,30,6,2,6,0,0,5,1,2,2,0,0,1,1,2,E01000956
2022010353551,2022,010353551,536470,184885,-0.033301,51.546366,1,3,1,1,08/01/2022,7,11:15,-1,E09000012,E09000012,3,12,3,40,0,-1,0,-1,0,0,1,2,2,0,0,1,1,2,E01001849
2022010353553,2022,010353553,526058,166568,-0.189899,51.384171,1,3,2,1,07/01/2022,6,21:03,-1,E09000029,E09000029,3,217,1,30,1,2,4,278,0,5,4,1,2,0,0,1,3,2,E01004123
2022010353555,2022,010353555,535724,180846,-0.045608,51.510251,1,3,2,1,08/01/2022,7,12:00,-1,E09000030,E09000030,3,1203,3,30,3,4,6,0,0,0,1,2,2,0,0,1,1,2,E01004303
2022010353559,2022,010353559,533623,176800,-0.077395,51.474392,1,3,2,1,07/01/2022,6,18:40,-1,E09000028,E09000028,4,217,3,30,0,-1,0,-1,0,0,4,1,1,9,0,1,3,2,E01004013
2022010353562,2022,010353562,527042,196191,-0.165098,51.650169,1,3,3,1,06/01/2022,5,12:30,-1,E09000003,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,3,2,E01000169
2022010353564,2022,010353564,527693,175176,-0.163317,51.461165,1,3,2,1,07/01/2022,6,18:00,-1,E09000032,E09000032,3,3,2,20,3,4,6,0,0,0,4,2,2,0,0,1,3,2,E01004588
2022010353567,2022,010353567,532369,162863,-0.100638,51.34944,1,2,1,1,08/01/2022,7,13:40,-1,E09000008,E09000008,3,235,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,2,E01001033
2022010353568,2022,010353568,535549,170430,-0.052118,51.416691,1,3,1,1,08/01/2022,7,12:40,-1,E09000006,E09000006,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,2,E01000799
2022010353571,2022,010353571,539910,172911,0.011534,51.437927,1,3,2,1,08/01/2022,7,13:10,-1,E09000023,E09000023,6,0,9,20,99,9,6,0,0,0,1,2,2,0,0,1,3,2,E01003354
2022010353575,2022,010353575,551675,188521,0.187381,51.575157,1,3,2,3,08/01/2022,7,11:26,-1,E09000016,E09000016,5,0,3,30,7,2,5,0,0,5,1,2,2,0,0,1,1,2,E01002358
2022010353577,2022,010353577,527519,175138,-0.165834,51.460863,1,3,2,1,08/01/2022,7,14:00,-1,E09000032,E09000032,3,3,6,20,3,4,6,0,0,0,1,2,2,0,0,1,3,2,E01004552
2022010353584,2022,010353584,528510,177991,-0.150541,51.486279,1,3,2,1,07/01/2022,6,15:20,-1,E09000020,E09000020,3,3216,6,20,0,-1,0,-1,0,5,1,1,1,0,0,1,3,2,E01002901
2022010353592,2022,010353592,520345,179852,-0.267442,51.504799,1,3,2,1,07/01/2022,6,04:30,-1,E09000009,E09000009,5,0,2,30,0,-1,0,-1,0,0,1,2,9,9,0,1,3,2,E01001355
2022010353594,2022,010353594,530347,182988,-0.122253,51.530765,1,3,2,1,08/01/2022,7,15:50,-1,E09000007,E09000007,3,5200,2,30,7,4,3,501,0,0,4,2,2,0,0,1,1,2,E01002711
2022010353595,2022,010353595,513719,180251,-0.362739,51.509756,1,3,1,1,08/01/2022,7,17:35,-1,E09000009,E09000009,5,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,2,E01001338
2022010353597,2022,010353597,537292,173519,-0.025872,51.444031,1,3,2,1,08/01/2022,7,14:46,-1,E09000023,E09000023,3,205,6,30,5,4,5,0,0,9,1,2,2,9,6,1,3,2,E01003318
2022010353599,2022,010353599,510604,181092,-0.407343,51.517932,1,3,1,1,08/01/2022,7,13:35,-1,E09000017,E09000017,3,4020,3,40,3,2,5,0,0,0,1,2,2,0,0,1,1,2,E01002396
2022010353602,2022,010353602,534918,190556,-0.053494,51.597699,1,3,2,1,08/01/2022,7,17:25,-1,E09000014,E09000014,3,1055,6,40,0,-1,0,-1,0,0,4,2,2,0,0,1,1,2,E01002075
2022010353603,2022,010353603,535062,194988,-0.049709,51.637491,1,2,1,1,08/01/2022,7,14:15,-1,E09000010,E09000010,3,1010,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,2,E01001476
2022010353606,2022,010353606,533980,184938,-0.069168,51.547438,1,3,1,1,08/01/2022,7,17:45,-1,E09000012,E09000012,3,104,6,20,2,4,6,0,0,0,7,1,2,0,0,1,1,2,E01001748
2022010353609,2022,010353609,538427,183708,-0.005559,51.535313,1,3,2,1,08/01/2022,7,12:55,-1,E09000025,E09000025,3,11,6,30,6,2,3,11,0,5,1,9,1,0,0,1,1,2,E01033586
2022010353616,2022,010353616,549501,169956,0.148176,51.408928,1,3,3,1,08/01/2022,7,18:00,-1,E09000004,E09000004,4,2173,6,40,3,4,6,0,0,0,4,2,2,0,0,2,1,2,E01000383
2022010353617,2022,010353617,526792,181994,-0.173833,51.52264,1,3,2,1,08/01/2022,7,17:40,-1,E09000033,E09000033,3,5,6,20,9,4,6,0,0,8,4,1,2,0,0,1,1,2,E01033604
2022010353618,2022,010353618,525741,178270,-0.1903,51.489408,1,3,2,1,08/01/2022,7,17:12,-1,E09000020,E09000020,3,3220,6,30,6,2,3,3218,2,5,4,8,2,0,0,1,1,2,E01002894
2022010353620,2022,010353620,534912,184093,-0.056059,51.539623,1,2,1,1,08/01/2022,7,16:47,-1,E09000012,E09000012,3,107,3,20,3,2,6,0,0,5,4,2,2,0,0,1,1,2,E01001839
2022010353622,2022,010353622,512712,175839,-0.378651,51.470303,1,3,2,2,08/01/2022,7,18:30,-1,E09000018,E09000018,3,3006,6,20,99,2,3,3063,0,5,4,4,1,0,0,1,3,2,E01002663
2022010353623,2022,010353623,526184,184575,-0.181667,51.545972,1,2,1,1,08/01/2022,7,18:19,-1,E09000007,E09000007,6,0,6,20,9,4,6,0,0,0,4,2,2,0,0,1,1,2,E01000964
2022010353625,2022,010353625,538660,180190,-0.003585,51.503644,1,3,2,1,08/01/2022,7,18:42,-1,E09000030,E09000030,3,102,6,30,99,9,3,102,0,0,4,2,2,9,9,2,3,2,E01001667
2022010353627,2022,010353627,537642,192226,-0.013536,51.612047,1,3,2,1,07/01/2022,6,16:35,-1,E09000031,E09000031,6,0,6,20,3,4,6,0,0,0,1,1,2,0,0,1,3,2,E01004417
2022010353630,2022,010353630,545741,175979,0.09663,51.464026,1,3,3,2,08/01/2022,7,13:08,-1,E09000004,E09000004,3,207,6,30,3,4,6,0,0,0,1,2,2,0,6,1,1,2,E01000400
2022010353634,2022,010353634,532048,175754,-0.10045,51.465361,1,2,2,1,08/01/2022,7,16:27,-1,E09000022,E09000022,5,0,6,20,3,4,6,0,0,0,4,2,2,0,0,1,1,2,E01003073
2022010353635,2022,010353635,526169,184026,-0.18208,51.541041,1,3,2,1,08/01/2022,7,19:20,-1,E09000007,E09000007,4,509,6,20,0,-1,0,-1,0,0,7,1,2,0,0,1,1,2,E01000934
2022010353636,2022,010353636,520051,190525,-0.268037,51.600782,1,3,2,1,08/01/2022,7,19:25,-1,E09000003,E09000003,3,5,2,30,99,9,3,5,0,8,4,1,2,9,9,1,3,2,E01002123
2022010353637,2022,010353637,527506,166790,-0.169022,51.385843,1,3,2,1,08/01/2022,7,19:28,-1,E09000029,E09000029,5,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,2,E01004184
2022010353639,2022,010353639,532448,197577,-0.08648,51.661377,1,3,2,1,05/01/2022,4,10:21,-1,E09000010,E09000010,6,0,6,20,9,9,6,0,0,0,1,2,2,0,0,1,3,2,E01001541
2022010353643,2022,010353643,531692,184722,-0.102226,51.546035,1,3,2,1,07/01/2022,6,18:20,-1,E09000019,E09000019,3,1201,6,20,1,2,3,1,0,1,4,1,1,0,0,1,3,2,E01002791
2022010353644,2022,010353644,523525,181943,-0.220916,51.522905,1,3,2,1,08/01/2022,7,06:15,-1,E09000020,E09000020,5,0,1,30,0,-1,0,-1,0,0,4,1,2,3,0,1,3,2,E01002906
2022010353651,2022,010353651,518507,167117,-0.298173,51.39073,1,2,2,1,08/01/2022,7,22:00,-1,E09000021,E09000021,3,240,6,30,0,-1,0,-1,0,4,4,1,1,0,0,1,1,2,E01002999
2022010353657,2022,010353657,534534,175529,-0.064769,51.462754,1,3,2,3,08/01/2022,7,19:30,-1,E09000028,E09000028,3,2214,3,20,7,2,3,2214,0,1,4,8,2,0,0,1,1,2,E01004064
2022010353662,2022,010353662,532629,167107,-0.095325,51.387519,1,3,2,2,08/01/2022,7,17:10,-1,E09000008,E09000008,3,213,6,30,3,4,6,0,0,0,4,2,2,0,0,1,3,2,E01001116
2022010353664,2022,010353664,538442,169394,-0.010946,51.406683,1,3,2,1,08/01/2022,7,12:30,-1,E09000006,E09000006,3,222,3,30,0,-1,0,-1,0,0,1,2,2,0,0,1,3,2,E01000716
2022010353666,2022,010353666,532683,168308,-0.094101,51.398299,1,3,2,1,09/01/2022,1,00:55,-1,E09000008,E09000008,4,266,9,30,1,4,6,0,9,1,4,2,2,9,9,1,3,2,E01001154
2022010353670,2022,010353670,527140,177146,-0.170565,51.478994,1,3,2,1,09/01/2022,1,01:50,-1,E09000032,E09000032,3,3220,6,20,3,2,5,0,2,4,4,1,1,0,0,1,1,2,E01004583
2022010353671,2022,010353671,516368,174425,-0.326503,51.456855,1,3,2,1,09/01/2022,1,02:30,-1,E09000027,E09000027,3,316,3,40,9,3,6,0,0,4,4,1,1,0,0,1,1,2,E01003869
2022010353673,2022,010353673,516946,185210,-0.314615,51.553667,1,3,3,1,09/01/2022,1,04:03,-1,E09000005,E09000005,3,404,6,30,0,-1,0,-1,0,5,4,1,2,0,0,1,1,2,E01000608
2022010353679,2022,010353679,524869,177904,-0.202982,51.486312,1,3,2,2,08/01/2022,7,23:20,-1,E09000013,E09000013,4,317,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,2,E01001912
2022010353683,2022,010353683,522020,179209,-0.243543,51.498661,1,3,2,1,02/01/2022,1,13:30,-1,E09000013,E09000013,3,402,1,30,2,4,4,409,0,4,1,1,1,0,0,1,3,2,E01001930
2022010353691,2022,010353691,514250,188031,-0.352568,51.579573,1,3,1,1,09/01/2022,1,09:11,-1,E09000015,E09000015,6,0,6,20,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01002238
2022010353695,2022,010353695,509963,181941,-0.416313,51.525688,1,1,1,1,09/01/2022,1,10:15,-1,E09000017,E09000017,6,0,6,20,0,-1,0,-1,1,0,1,1,2,0,0,1,1,2,E01002392
2022010353698,2022,010353698,518796,172782,-0.292124,51.441585,1,3,2,2,09/01/2022,1,08:50,-1,E09000027,E09000027,6,0,6,20,0,-1,0,-1,0,0,1,1,4,0,0,2,1,2,E01003816
2022010353708,2022,010353708,543798,182704,0.071417,51.52495,1,2,4,3,09/01/2022,1,06:02,-1,E09000025,E09000025,3,13,3,50,0,-1,0,-1,0,0,7,8,2,0,0,2,1,2,E01003535
2022010353709,2022,010353709,529941,180975,-0.128845,51.512768,1,3,2,1,09/01/2022,1,11:41,-1,E09000033,E09000033,3,400,3,30,3,2,6,0,0,0,1,1,1,0,0,1,1,2,E01004734
2022010353710,2022,010353710,535995,178206,-0.042722,51.486462,1,3,2,1,09/01/2022,1,10:50,-1,E09000023,E09000023,4,207,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003247
2022010353712,2022,010353712,549531,186984,0.155812,51.561919,1,3,2,1,09/01/2022,1,09:25,-1,E09000002,E09000002,3,124,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000061
2022010353713,2022,010353713,526545,178646,-0.178591,51.492608,1,3,2,1,07/01/2022,6,13:00,-1,E09000020,E09000020,5,0,2,20,3,4,6,0,0,0,1,1,1,0,0,1,3,2,E01002835
2022010353718,2022,010353718,527664,171228,-0.165157,51.425691,1,3,1,1,09/01/2022,1,12:45,-1,E09000032,E09000032,3,217,6,20,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01004525
2022010353721,2022,010353721,541705,176984,0.038972,51.474081,1,3,2,1,09/01/2022,1,13:10,-1,E09000011,E09000011,3,207,3,40,3,4,6,0,0,7,1,1,1,0,0,1,1,2,E01001651
2022010353722,2022,010353722,544466,188488,0.083412,51.576752,1,3,3,1,09/01/2022,1,12:37,-1,E09000026,E09000026,5,0,6,30,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01003645
2022010353725,2022,010353725,524784,180827,-0.203173,51.512599,1,3,2,1,09/01/2022,1,12:55,-1,E09000020,E09000020,4,415,6,30,2,4,6,0,0,8,1,1,1,0,0,1,3,2,E01002882
2022010353726,2022,010353726,537333,176931,-0.023959,51.474681,1,3,2,1,09/01/2022,1,13:02,-1,E09000023,E09000023,3,2209,3,30,7,2,3,2,0,4,1,1,1,0,0,1,1,2,E01032579
2022010353729,2022,010353729,531504,177481,-0.107635,51.481008,1,3,2,1,08/01/2022,7,19:50,-1,E09000022,E09000022,6,0,9,20,3,4,6,0,0,9,4,1,2,0,0,1,3,2,E01003099
2022010353736,2022,010353736,550132,188380,0.165071,51.574302,1,3,2,1,09/01/2022,1,12:53,-1,E09000016,E09000016,3,118,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002246
2022010353737,2022,010353737,543886,190065,0.075694,51.59107,1,3,2,1,09/01/2022,1,13:37,-1,E09000026,E09000026,5,0,6,30,3,2,6,0,0,1,1,1,1,0,0,1,1,2,E01003711
2022010353738,2022,010353738,536174,190972,-0.03521,51.601136,1,2,2,1,09/01/2022,1,12:48,-1,E09000031,E09000031,6,0,7,30,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01004399
2022010353739,2022,010353739,543035,181885,0.060094,51.517785,1,3,2,1,09/01/2022,1,13:15,-1,E09000025,E09000025,3,117,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,2,E01003482
2022010353742,2022,010353742,521745,183353,-0.246073,51.535963,1,3,2,1,08/01/2022,7,21:47,-1,E09000005,E09000005,3,404,6,20,3,4,6,0,0,0,4,9,9,0,0,1,3,2,E01033485
2022010353752,2022,010353752,537707,183789,-0.015902,51.536217,1,3,1,1,09/01/2022,1,16:27,-1,E09000025,E09000025,6,0,3,30,9,1,6,0,0,1,4,1,1,0,0,2,1,2,E01033579
2022010353756,2022,010353756,526018,166552,-0.190479,51.384036,1,3,2,1,09/01/2022,1,14:14,-1,E09000029,E09000029,3,217,1,30,1,2,3,217,0,0,1,1,1,0,0,1,1,2,E01004129
2022010353757,2022,010353757,531045,175566,-0.11495,51.463905,1,3,2,1,07/01/2022,6,21:20,-1,E09000022,E09000022,3,23,2,20,3,4,6,0,9,4,4,1,1,0,0,1,3,2,E01003061
2022010353759,2022,010353759,526240,175111,-0.184244,51.460907,1,3,3,1,09/01/2022,1,15:25,-1,E09000032,E09000032,3,214,3,40,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01004510
