accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location
2022010352986,2022,010352986,530104,180248,-0.126765,51.506197,1,3,2,1,04/01/2022,3,18:20,-1,E09000033,E09000033,3,3212,3,20,3,2,6,0,0,5,4,1,1,0,0,1,1,2,E01004736
2022010352990,2022,010352990,536142,182967,-0.03877,51.52921,1,3,2,1,04/01/2022,3,17:00,-1,E09000030,E09000030,3,1205,6,20,9,9,6,0,9,4,4,1,2,0,0,1,3,2,E01004230
2022010352992,2022,010352992,531989,190164,-0.095903,51.59487,1,3,1,1,04/01/2022,3,16:43,-1,E09000014,E09000014,3,1080,6,20,3,4,6,0,0,8,4,1,1,0,0,1,1,2,E01002028
2022010352993,2022,010352993,549893,184764,0.160085,51.541876,1,2,2,1,04/01/2022,3,20:42,-1,E09000002,E09000002,6,0,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000106
2022010352994,2022,010352994,514541,188209,-0.348312,51.581114,1,3,1,1,04/01/2022,3,19:12,-1,E09000015,E09000015,3,404,2,30,8,4,6,0,0,4,4,1,1,0,0,1,1,2,E01002160
2022010353001,2022,010353001,526581,162262,-0.183919,51.345356,1,3,2,1,04/01/2022,3,18:21,-1,E09000029,E09000029,5,0,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01004091
2022010353005,2022,010353005,522064,189944,-0.239189,51.595129,1,3,1,1,04/01/2022,3,03:15,-1,E09000003,E09000003,6,0,9,30,99,9,6,0,9,9,1,1,1,0,0,1,3,2,E01033572
2022010353008,2022,010353008,526252,182619,-0.181388,51.528378,1,3,2,2,04/01/2022,3,19:30,-1,E09000033,E09000033,3,5,6,20,6,2,5,0,0,5,4,4,1,0,0,1,1,2,E01004726
2022010353010,2022,010353010,533136,173797,-0.085533,51.44752,1,3,2,1,04/01/2022,3,21:00,-1,E09000028,E09000028,6,0,1,30,2,4,5,0,0,1,4,1,1,0,0,1,3,2,E01004075
2022010353011,2022,010353011,540727,190481,0.030289,51.595605,1,3,5,3,04/01/2022,3,21:45,-1,E09000026,E09000026,3,406,3,50,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01003765
2022010353022,2022,010353022,515394,191644,-0.334878,51.611812,1,3,2,1,04/01/2022,3,10:45,-1,E09000015,E09000015,3,410,6,30,9,4,6,0,9,4,1,2,2,0,0,1,3,2,E01002145
2022010353024,2022,010353024,539030,178003,0.000882,51.4839,1,2,2,1,05/01/2022,4,07:30,-1,E09000011,E09000011,3,206,6,30,3,2,3,206,0,5,1,1,1,0,0,1,1,2,E01001664
2022010353026,2022,010353026,515928,179491,-0.331172,51.502477,1,2,3,2,05/01/2022,4,08:00,-1,E09000009,E09000009,3,3002,6,20,3,4,6,0,2,1,1,1,2,0,0,1,1,2,E01001255
2022010353031,2022,010353031,535122,197491,-0.047877,51.659969,1,3,3,1,05/01/2022,4,06:25,-1,E09000010,E09000010,5,0,6,30,3,3,6,0,0,0,4,1,1,0,0,1,1,2,E01001517
2022010353034,2022,010353034,519109,169393,-0.288761,51.41106,1,3,1,1,03/01/2022,2,16:30,-1,E09000021,E09000021,6,0,9,30,99,9,6,0,0,9,1,9,9,9,9,1,3,2,E01002972
2022010353036,2022,010353036,546818,189186,0.117621,51.582416,1,3,2,2,05/01/2022,4,08:12,-1,E09000026,E09000026,3,12,3,50,6,2,5,0,0,5,1,1,1,0,0,1,1,2,E01003640
2022010353039,2022,010353039,534541,169879,-0.066814,51.411979,1,3,3,1,05/01/2022,4,08:55,-1,E09000006,E09000006,3,214,6,30,9,4,6,0,0,5,1,1,2,0,0,1,1,2,E01000743
2022010353044,2022,010353044,530437,183849,-0.120638,51.538481,1,3,1,1,05/01/2022,4,09:30,-1,E09000019,E09000019,6,0,3,20,0,-1,0,-1,0,0,1,1,4,0,0,1,1,2,E01002709
2022010353048,2022,010353048,520653,181513,-0.262439,51.519661,1,3,2,1,04/01/2022,3,12:15,-1,E09000009,E09000009,3,4000,9,30,7,2,3,40,9,5,1,2,2,0,0,1,3,2,E01001238
2022010353050,2022,010353050,537021,163782,-0.033526,51.356596,1,3,2,2,05/01/2022,4,08:43,-1,E09000008,E09000008,3,2022,6,40,99,9,6,0,0,4,1,1,1,0,0,1,3,2,E01001065
2022010353052,2022,010353052,509702,179426,-0.420855,51.503134,1,3,1,1,05/01/2022,4,06:25,-1,E09000017,E09000017,5,0,6,20,0,-1,0,-1,9,4,1,1,1,0,0,1,3,2,E01002407
2022010353063,2022,010353063,534580,181367,-0.061884,51.515206,1,3,2,1,05/01/2022,4,11:40,-1,E09000030,E09000030,4,108,6,20,3,4,6,0,0,0,1,1,1,0,0,1,3,2,E01004321
2022010353066,2022,010353066,513427,169627,-0.37035,51.414327,1,3,2,1,05/01/2022,4,12:20,-1,E09000027,E09000027,6,0,9,20,0,-1,0,-1,0,0,1,1,1,0,0,1,3,2,E01003827
2022010353067,2022,010353067,547470,172715,0.120142,51.43425,1,2,2,1,05/01/2022,4,10:15,-1,E09000004,E09000004,5,0,1,30,1,4,5,0,0,0,1,8,1,0,0,1,1,2,E01000461
2022010353068,2022,010353068,520677,183909,-0.261273,51.541189,1,3,2,1,05/01/2022,4,09:06,-1,E09000005,E09000005,3,404,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,2,E01000599
2022010353070,2022,010353070,532220,178515,-0.096943,51.490133,1,3,1,1,04/01/2022,3,16:12,-1,E09000028,E09000028,3,215,6,20,99,4,6,0,9,9,1,1,1,9,0,1,3,2,E01032639
2022010353071,2022,010353071,539444,167357,0.002651,51.388133,1,3,2,2,04/01/2022,3,21:10,-1,E09000006,E09000006,4,251,6,30,6,2,4,251,9,7,4,1,1,0,0,1,3,2,E01000827
2022010353072,2022,010353072,522385,182694,-0.237079,51.529903,1,3,1,1,05/01/2022,4,13:38,-1,E09000013,E09000013,3,219,6,30,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01001877
2022010353076,2022,010353076,521591,184732,-0.247816,51.54839,1,3,1,1,05/01/2022,4,13:57,-1,E09000005,E09000005,3,407,6,30,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01000508
2022010353078,2022,010353078,531856,187227,-0.098924,51.568508,1,3,4,3,05/01/2022,4,14:46,-1,E09000012,E09000012,3,503,3,20,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01001716
2022010353079,2022,010353079,525253,178441,-0.197264,51.491053,1,3,2,1,05/01/2022,4,13:49,-1,E09000020,E09000020,3,3220,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002847
2022010353080,2022,010353080,539044,193915,0.007369,51.62688,1,3,2,1,05/01/2022,4,14:30,-1,E09000031,E09000031,4,146,1,30,2,4,3,110,0,0,1,1,1,0,0,1,1,2,E01004389
2022010353081,2022,010353081,547886,186954,0.132085,51.562083,1,3,1,1,04/01/2022,3,14:59,-1,E09000002,E09000002,6,0,6,30,0,-1,0,-1,0,0,1,1,1,0,0,1,3,2,E01000099
2022010353083,2022,010353083,534562,176634,-0.063946,51.472678,1,3,2,1,05/01/2022,4,10:15,-1,E09000028,E09000028,6,0,6,30,0,-1,0,-1,0,0,1,1,1,0,0,1,3,2,E01004005
2022010353085,2022,010353085,524258,174949,-0.212816,51.459889,1,3,2,1,05/01/2022,4,15:15,-1,E09000032,E09000032,3,205,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004506
2022010353087,2022,010353087,536449,178254,-0.036169,51.486784,1,3,2,1,04/01/2022,3,10:25,-1,E09000023,E09000023,3,200,9,30,3,4,6,0,9,9,1,9,9,9,9,1,3,2,E01003248
2022010353096,2022,010353096,525686,177133,-0.191496,51.479202,1,2,2,1,05/01/2022,4,12:23,-1,E09000013,E09000013,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,3,2,E01001921
2022010353097,2022,010353097,524812,174521,-0.204997,51.455921,1,3,1,2,05/01/2022,4,16:10,-1,E09000032,E09000032,3,3,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004499
2022010353098,2022,010353098,507054,174293,-0.460545,51.457504,1,3,2,1,05/01/2022,4,14:53,-1,EHEATHROW,EHEATHROW,6,0,3,40,3,2,6,0,0,5,1,1,1,0,0,2,1,2,E01002444
2022010353099,2022,010353099,551231,175477,0.175386,51.458076,1,3,3,1,05/01/2022,4,12:35,-1,E09000004,E09000004,3,2000,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000377
2022010353101,2022,010353101,535062,194989,-0.049709,51.6375,1,2,1,2,05/01/2022,4,16:37,-1,E09000010,E09000010,3,1010,7,30,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01001476
2022010353102,2022,010353102,527398,175132,-0.167577,51.460836,1,3,1,1,05/01/2022,4,15:10,-1,E09000032,E09000032,3,3,6,20,6,2,4,229,0,5,1,8,1,0,0,1,1,2,E01004552
2022010353104,2022,010353104,541049,184045,0.032354,51.537693,1,3,2,1,02/01/2022,1,18:07,-1,E09000025,E09000025,4,165,6,30,0,-1,0,-1,0,4,4,1,1,0,0,1,3,2,E01003569
2022010353106,2022,010353106,535864,189860,-0.040113,51.591218,1,3,2,1,05/01/2022,4,09:35,-1,E09000031,E09000031,6,0,6,20,3,4,4,179,0,0,1,1,1,0,0,1,1,2,E01004401
2022010353107,2022,010353107,543746,176460,0.068126,51.468858,1,3,2,1,05/01/2022,4,12:45,-1,E09000011,E09000011,3,207,9,30,6,2,6,0,1,5,1,1,1,0,0,1,3,2,E01001682
2022010353108,2022,010353108,519286,179518,-0.282806,51.502021,1,2,1,1,05/01/2022,4,15:09,-1,E09000009,E09000009,3,4000,6,20,9,4,6,0,0,8,1,1,1,0,0,1,1,2,E01001231
2022010353119,2022,010353119,522572,175427,-0.236906,51.464552,1,2,2,1,05/01/2022,4,16:30,-1,E09000027,E09000027,3,205,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01004639
2022010353121,2022,010353121,538201,181760,-0.009579,51.517864,1,3,2,1,05/01/2022,4,12:55,-1,E09000030,E09000030,3,12,3,50,6,2,6,0,0,0,1,1,1,0,0,1,1,2,E01004249
2022010353125,2022,010353125,540927,170147,0.025057,51.412838,1,3,2,1,05/01/2022,4,18:54,-1,E09000006,E09000006,5,0,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000820
2022010353126,2022,010353126,530687,182335,-0.117596,51.524818,1,3,2,1,05/01/2022,4,18:00,-1,E09000007,E09000007,6,0,6,20,9,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000936
2022010353127,2022,010353127,537152,180182,-0.025301,51.503939,1,3,2,1,05/01/2022,4,18:57,-1,E09000030,E09000030,3,1206,3,20,3,2,3,1206,0,0,4,1,1,0,0,1,1,2,E01032771
2022010353131,2022,010353131,513667,186423,-0.361497,51.565238,1,3,2,1,05/01/2022,4,19:41,-1,E09000015,E09000015,5,0,1,30,1,4,5,0,0,0,4,1,2,0,0,1,1,2,E01002213
2022010353133,2022,010353133,527866,190793,-0.155163,51.601473,1,3,2,1,05/01/2022,4,17:35,-1,E09000014,E09000014,6,0,3,50,99,9,6,0,9,0,4,8,1,0,0,1,3,2,E01001995
2022010353134,2022,010353134,532788,168039,-0.092693,51.395857,1,2,2,1,05/01/2022,4,14:23,-1,E09000008,E09000008,3,212,6,20,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01001111
2022010353136,2022,010353136,529350,173750,-0.14,51.447974,1,3,2,3,05/01/2022,4,18:15,-1,E09000022,E09000022,6,0,6,20,0,-1,0,-1,0,0,4,1,2,0,0,1,1,2,E01003156
2022010353140,2022,010353140,531933,177106,-0.1016,51.477538,1,3,2,1,04/01/2022,3,19:47,-1,E09000022,E09000022,3,202,6,20,6,2,5,0,0,5,4,1,1,0,0,1,3,2,E01003180
2022010353144,2022,010353144,533893,173324,-0.074825,51.443091,1,3,3,2,05/01/2022,4,20:40,-1,E09000028,E09000028,3,205,6,30,0,-1,0,-1,0,0,4,1,1,0,0,1,1,2,E01004075
2022010353147,2022,010353147,531531,169001,-0.110394,51.404795,1,3,2,1,05/01/2022,4,18:40,-1,E09000008,E09000008,5,0,6,30,9,4,6,0,0,1,4,1,1,0,0,1,1,2,E01000994
2022010353151,2022,010353151,537504,188448,-0.017007,51.578132,1,3,2,1,05/01/2022,4,19:10,-1,E09000031,E09000031,3,112,6,20,0,-1,0,-1,0,4,4,1,1,0,0,1,1,2,E01004406
2022010353153,2022,010353153,547872,184133,0.130699,51.536739,1,3,1,1,04/01/2022,3,05:15,-1,E09000002,E09000002,6,0,2,20,3,4,6,0,0,0,4,1,2,0,0,1,3,2,E01000054
2022010353157,2022,010353157,527089,182052,-0.169533,51.523095,1,3,2,1,05/01/2022,4,23:41,-1,E09000033,E09000033,6,0,2,20,3,4,6,0,0,0,4,1,1,0,0,1,3,2,E01033602
2022010353160,2022,010353160,524356,176176,-0.210975,51.470895,1,3,2,1,05/01/2022,4,22:15,-1,E09000013,E09000013,3,219,6,30,0,-1,0,-1,2,1,4,1,1,0,0,1,1,2,E01001915
2022010353161,2022,010353161,532637,191369,-0.086099,51.605546,1,3,2,1,05/01/2022,4,23:14,-1,E09000014,E09000014,3,10,6,20,6,2,5,0,0,5,4,1,1,0,0,1,1,2,E01002093
2022010353163,2022,010353163,520883,178454,-0.260173,51.49212,1,2,1,1,05/01/2022,4,22:05,-1,E09000018,E09000018,6,0,2,20,5,4,6,0,0,0,4,1,1,0,0,1,1,2,E01002693
2022010353165,2022,010353165,539838,178273,0.012617,51.486128,1,3,2,1,06/01/2022,5,00:05,-1,E09000011,E09000011,3,206,6,20,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01001665
2022010353175,2022,010353175,524694,170170,-0.208225,51.416844,1,3,1,1,06/01/2022,5,07:35,-1,E09000024,E09000024,5,0,6,20,3,4,6,0,0,0,1,1,4,0,0,1,3,2,E01003383
2022010353177,2022,010353177,544338,182866,0.079261,51.526269,1,3,2,1,04/01/2022,3,20:55,-1,E09000025,E09000025,6,0,9,30,1,4,6,0,9,1,7,1,1,9,0,2,3,2,E01003482
2022010353186,2022,010353186,544248,173150,0.074,51.438988,1,3,2,1,05/01/2022,4,12:00,-1,E09000011,E09000011,6,0,3,30,0,-1,0,-1,0,0,1,9,9,0,0,1,3,2,E01001619
2022010353200,2022,010353200,525985,183203,-0.185026,51.533686,1,3,3,1,06/01/2022,5,09:55,-1,E09000033,E09000033,6,0,6,20,0,-1,0,-1,0,0,1,1,2,0,0,1,1,2,E01004648
2022010353201,2022,010353201,541878,185449,0.044865,51.550101,1,3,2,1,06/01/2022,5,09:20,-1,E09000025,E09000025,6,0,6,30,3,4,6,0,0,0,1,1,4,0,0,1,3,2,E01003590
2022010353202,2022,010353202,540004,169504,0.01154,51.407288,1,3,2,2,05/01/2022,4,16:54,-1,E09000006,E09000006,3,222,6,30,3,2,3,21,0,5,4,1,1,0,0,1,3,2,E01000676
2022010353212,2022,010353212,513093,176668,-0.372903,51.477678,1,2,2,1,06/01/2022,5,10:16,-1,E09000018,E09000018,3,3063,6,20,6,2,3,4,0,5,1,1,1,0,0,1,1,2,E01002621
2022010353213,2022,010353213,507775,182404,-0.447698,51.530271,1,3,1,1,06/01/2022,5,09:10,-1,E09000017,E09000017,3,4020,3,40,3,2,6,0,0,5,1,1,4,0,0,1,1,2,E01002457
2022010353215,2022,010353215,514521,175995,-0.352567,51.471342,1,3,2,1,06/01/2022,5,11:15,-1,E09000018,E09000018,6,0,6,30,3,4,3,315,2,4,1,1,1,0,0,1,1,2,E01002642
2022010353218,2022,010353218,551294,177954,0.177352,51.480315,1,3,2,1,06/01/2022,5,10:41,-1,E09000004,E09000004,3,220,1,30,1,4,3,206,9,9,1,1,1,9,0,1,3,2,E01000403
2022010353229,2022,010353229,511557,187024,-0.391735,51.571061,1,3,2,1,05/01/2022,4,17:40,-1,E09000017,E09000017,5,0,6,30,3,4,6,0,0,0,7,1,1,0,0,1,3,2,E01002419
2022010353230,2022,010353230,531905,183843,-0.099486,51.538087,1,3,2,1,05/01/2022,4,11:50,-1,E09000019,E09000019,3,104,6,30,99,9,6,0,9,9,1,1,1,9,9,1,3,2,E01002799
2022010353231,2022,010353231,537342,171633,-0.025884,51.42707,1,3,2,4,05/01/2022,4,15:30,-1,E09000023,E09000023,3,2218,6,20,0,-1,0,-1,0,5,1,9,1,0,0,1,3,2,E01003191
2022010353232,2022,010353232,531864,188006,-0.098517,51.575507,1,3,2,1,05/01/2022,4,11:00,-1,E09000014,E09000014,3,105,3,20,3,2,4,150,9,9,1,9,9,0,0,1,3,2,E01002002
2022010353234,2022,010353234,530901,187065,-0.112756,51.567275,1,3,2,1,05/01/2022,4,15:26,-1,E09000019,E09000019,5,0,6,20,6,2,6,0,9,0,1,1,1,0,0,1,3,2,E01002805
2022010353235,2022,010353235,539253,183899,0.006418,51.536827,1,3,2,1,06/01/2022,5,08:00,-1,E09000025,E09000025,3,112,6,30,3,2,4,165,0,0,1,1,1,0,0,1,1,2,E01003636
2022010353236,2022,010353236,532767,175872,-0.090061,51.466254,1,3,1,1,06/01/2022,5,07:00,-1,E09000028,E09000028,3,215,3,20,3,3,6,0,0,1,4,8,4,0,0,1,1,2,E01004051
2022010353238,2022,010353238,535657,177046,-0.048032,51.476119,1,3,2,1,06/01/2022,5,13:15,-1,E09000023,E09000023,3,2,6,20,99,9,6,0,9,9,1,1,1,9,9,1,3,2,E01003299
2022010353239,2022,010353239,532421,185099,-0.091578,51.549253,1,3,2,1,06/01/2022,5,07:33,-1,E09000019,E09000019,5,0,1,20,1,4,5,0,0,1,1,8,1,0,0,1,1,2,E01002781
2022010353242,2022,010353242,530131,180023,-0.126459,51.504169,1,3,2,1,06/01/2022,5,13:15,-1,E09000033,E09000033,3,3212,6,20,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01004736
2022010353245,2022,010353245,544152,184984,0.077449,51.545347,1,3,1,1,06/01/2022,5,12:30,-1,E09000026,E09000026,3,123,6,30,0,-1,0,-1,0,0,1,1,1,0,0,1,1,2,E01003734
2022010353251,2022,010353251,534445,182630,-0.063347,51.526588,1,3,2,1,04/01/2022,3,19:20,-1,E09000030,E09000030,3,1209,6,20,3,4,6,0,9,9,4,1,1,0,0,1,3,2,E01004211
2022010353259,2022,010353259,533898,192299,-0.067546,51.613605,1,3,2,1,06/01/2022,5,14:04,-1,E09000010,E09000010,6,0,6,20,99,9,6,0,0,0,1,8,1,0,0,1,3,2,E01001558
2022010353260,2022,010353260,535698,183944,-0.04479,51.538096,1,3,2,1,06/01/2022,5,12:06,-1,E09000012,E09000012,3,106,2,20,1,4,5,0,9,9,1,1,1,0,0,1,3,2,E01001836
2022010353261,2022,010353261,547343,179648,0.121204,51.496579,1,3,2,1,06/01/2022,5,16:20,-1,E09000004,E09000004,3,2041,1,30,1,4,5,0,1,0,4,2,2,0,0,1,1,2,E01000470
2022010353262,2022,010353262,530220,170758,-0.128587,51.420887,1,2,2,1,06/01/2022,5,11:50,-1,E09000022,E09000022,3,23,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003144
2022010353268,2022,010353268,531307,179863,-0.109585,51.50246,1,3,1,1,05/01/2022,4,14:30,-1,E09000022,E09000022,4,300,6,30,6,2,5,0,2,5,1,1,1,0,0,1,1,2,E01003017
2022010353271,2022,010353271,554029,186579,0.220473,51.557071,1,3,2,1,03/01/2022,2,14:20,-1,E09000016,E09000016,5,0,6,30,0,-1,0,-1,0,1,1,1,1,0,0,1,3,2,E01002364
2022010353272,2022,010353272,519794,180230,-0.275249,51.508313,1,3,2,1,06/01/2022,5,16:40,-1,E09000009,E09000009,3,4020,6,20,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01001351
2022010353273,2022,010353273,530022,185283,-0.126089,51.551464,1,3,3,1,06/01/2022,5,17:55,-1,E09000019,E09000019,3,503,6,20,6,2,6,0,0,0,4,2,2,0,0,1,1,2,E01002764
2022010353274,2022,010353274,531150,178167,-0.112475,51.487255,1,3,2,1,05/01/2022,4,16:15,-1,E09000022,E09000022,3,3204,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003101
2022010353280,2022,010353280,509952,181026,-0.416756,51.517466,1,3,1,1,06/01/2022,5,15:09,-1,E09000017,E09000017,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,2,E01002508
2022010353281,2022,010353281,522572,188535,-0.23235,51.582356,1,3,2,1,06/01/2022,5,17:50,-1,E09000003,E09000003,6,0,6,30,6,4,5,0,0,0,4,2,2,0,0,1,1,2,E01000314
2022010353284,2022,010353284,535903,174889,-0.04532,51.456676,1,3,2,1,06/01/2022,5,13:59,-1,E09000028,E09000028,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004016
2022010353289,2022,010353289,523332,178566,-0.224876,51.492598,1,3,1,1,06/01/2022,5,15:45,-1,E09000013,E09000013,3,219,1,20,1,2,6,0,9,5,1,9,1,0,0,1,3,2,E01001898
2022010353292,2022,010353292,536515,172247,-0.037536,51.432788,1,3,2,1,06/01/2022,5,18:30,-1,E09000023,E09000023,6,0,6,30,6,4,3,212,0,0,4,1,1,0,0,1,1,2,E01003193
2022010353293,2022,010353293,533653,187719,-0.072825,51.572507,1,3,1,1,06/01/2022,5,20:15,-1,E09000012,E09000012,3,10,6,20,9,4,6,0,0,0,4,2,2,0,0,1,1,2,E01001809
2022010353294,2022,010353294,507711,184802,-0.447887,51.551837,1,3,2,1,05/01/2022,4,15:01,-1,E09000017,E09000017,5,0,7,30,0,-1,0,-1,9,9,1,1,1,9,9,1,3,2,E01002452
2022010353295,2022,010353295,506943,181933,-0.45983,51.526196,1,3,1,1,06/01/2022,5,20:00,-1,E09000017,E09000017,5,0,6,30,9,4,6,0,0,1,4,1,2,0,0,1,1,2,E01002412
2022010353296,2022,010353296,524714,183088,-0.203382,51.532934,1,3,1,2,06/01/2022,5,20:22,-1,E09000005,E09000005,4,413,1,30,7,4,4,413,0,1,4,2,2,0,0,1,3,2,E01000583
2022010353297,2022,010353297,529355,182443,-0.136746,51.526095,1,3,2,1,06/01/2022,5,20:44,-1,E09000007,E09000007,4,522,6,20,3,4,6,0,0,0,4,2,2,0,0,1,1,2,E01000945
2022010353298,2022,010353298,512213,188393,-0.381837,51.583235,1,2,2,1,06/01/2022,5,08:00,-1,E09000015,E09000015,6,0,6,30,0,-1,0,-1,0,0,1,9,1,0,0,1,1,2,E01002195
2022010353302,2022,010353302,513717,189712,-0.359712,51.594789,1,3,2,1,06/01/2022,5,18:00,-1,E09000015,E09000015,5,0,6,30,0,-1,0,-1,0,0,4,2,2,0,0,1,1,2,E01002156
2022010353304,2022,010353304,533188,171620,-0.085603,51.427944,1,3,2,1,05/01/2022,4,18:53,-1,E09000028,E09000028,3,2199,9,20,1,2,3,2199,9,9,4,9,9,9,9,1,3,2,E01003946
2022010353305,2022,010353305,521573,178119,-0.250354,51.488961,1,3,2,1,06/01/2022,5,17:45,-1,E09000018,E09000018,3,316,6,20,3,4,6,0,0,0,4,1,2,0,0,1,1,2,E01002569
2022010353306,2022,010353306,522166,180101,-0.241132,51.506646,1,3,2,1,06/01/2022,5,15:16,-1,E09000013,E09000013,3,4020,6,20,0,-1,0,-1,0,0,1,2,2,0,0,1,1,2,E01001954
2022010353307,2022,010353307,546676,187032,0.114675,51.563099,1,2,1,1,06/01/2022,5,19:13,-1,E09000026,E09000026,3,1083,6,30,6,4,6,0,0,4,4,2,2,0,0,1,1,2,E01003719
2022010353308,2022,010353308,528930,163818,-0.149647,51.358812,1,3,3,2,06/01/2022,5,16:35,-1,E09000029,E09000029,3,237,6,30,0,-1,0,-1,0,4,4,2,2,0,0,1,1,2,E01004178
2022010353316,2022,010353316,529976,182734,-0.127692,51.528568,1,3,1,1,06/01/2022,5,16:00,-1,E09000007,E09000007,3,501,6,30,3,2,5,0,0,5,1,2,2,0,0,1,3,2,E01000956
2022010353320,2022,010353320,531532,178529,-0.106842,51.490419,1,3,2,1,03/01/2022,2,18:52,-1,E09000022,E09000022,3,3204,6,20,7,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003108
2022010353322,2022,010353322,521450,185060,-0.249735,51.551368,1,3,2,1,06/01/2022,5,23:48,-1,E09000005,E09000005,4,453,6,30,0,-1,0,-1,0,0,4,2,2,0,0,1,1,2,E01000506
2022010353323,2022,010353323,535173,197152,-0.047271,51.65691,1,3,2,1,05/01/2022,4,19:35,-1,E09000010,E09000010,3,1010,7,30,6,2,5,0,9,4,4,1,2,0,0,1,3,2,E01001439
2022010353324,2022,010353324,532976,189651,-0.081857,51.590028,1,3,2,1,06/01/2022,5,20:45,-1,E09000014,E09000014,6,0,6,20,99,9,6,0,0,0,4,1,1,0,0,1,3,2,E01001983
2022010353325,2022,010353325,538882,171373,-0.003849,51.424359,1,3,2,1,07/01/2022,6,00:45,-1,E09000023,E09000023,3,21,6,30,6,4,5,0,0,4,4,1,2,0,0,1,1,2,E01003243
2022010353326,2022,010353326,534408,168128,-0.069388,51.396276,1,3,3,1,06/01/2022,5,22:20,-1,E09000008,E09000008,3,215,6,30,3,4,6,0,0,1,4,2,2,0,0,1,1,2,E01001191
2022010353329,2022,010353329,542953,182145,0.059018,51.520142,1,3,2,1,07/01/2022,6,00:10,-1,E09000025,E09000025,3,13,3,50,0,-1,0,-1,0,0,4,2,2,0,0,1,1,2,E01003482
2022010353330,2022,010353330,533516,190629,-0.073695,51.598689,1,3,1,1,06/01/2022,5,22:30,-1,E09000014,E09000014,3,109,6,30,0,-1,0,-1,0,0,4,2,2,0,0,1,1,2,E01002095
2022010353332,2022,010353332,531069,190440,-0.109074,51.597565,1,3,2,1,06/01/2022,5,21:17,-1,E09000014,E09000014,6,0,6,20,3,4,3,109,0,0,4,1,2,0,0,1,1,2,E01002105
2022010353349,2022,010353349,506719,178970,-0.463954,51.499606,1,3,3,1,07/01/2022,6,08:56,-1,E09000017,E09000017,5,0,2,30,3,4,6,0,0,0,1,1,2,0,0,1,1,2,E01002445
2022010353350,2022,010353350,542955,186039,0.060627,51.555131,1,3,2,1,06/01/2022,5,14:36,-1,E09000025,E09000025,3,118,9,30,3,4,6,0,9,9,1,9,1,0,0,1,3,2,E01003576
2022010353354,2022,010353354,546166,171677,0.100968,51.425261,1,3,2,1,06/01/2022,5,15:00,-1,E09000004,E09000004,3,222,6,30,6,2,6,0,9,9,1,1,1,0,0,1,3,2,E01000457
2022010353355,2022,010353355,529019,191997,-0.138082,51.61203,1,3,1,1,06/01/2022,5,10:15,-1,E09000010,E09000010,3,109,6,30,3,4,6,0,0,0,1,1,1,0,0,1,3,2,E01001528
2022010353357,2022,010353357,527978,187509,-0.154743,51.571935,1,3,2,1,06/01/2022,5,17:43,-1,E09000014,E09000014,4,519,6,30,3,4,6,0,0,0,4,9,9,0,0,1,3,2,E01002008
2022010353364,2022,010353364,536321,184745,-0.035503,51.545144,1,3,2,1,04/01/2022,3,21:50,-1,E09000012,E09000012,3,106,9,20,7,2,4,114,0,9,4,1,1,0,0,1,3,2,E01001848
2022010353367,2022,010353367,526061,196316,-0.179225,51.651513,1,3,2,1,07/01/2022,6,11:35,-1,E09000003,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000251
